STATUS | wrapper  | 2024/02/20 10:30:40.123 | --> Wrapper Started as Console
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:41:40.444 | 
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | [20 Feb 2024 10:42:07:930] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:42:07.980 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:42:07.981 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:42:07.981 | 
INFO   | jvm 1    | 2024/02/20 10:42:37.617 | [20 Feb 2024 10:42:37:528] [org.apache.coyote.http11.Http11Processor service] [SEVERE]: Error processing request
INFO   | jvm 1    | 2024/02/20 10:42:37.617 | java.lang.NullPointerException
INFO   | jvm 1    | 2024/02/20 10:42:37.617 | 	at com.adventnet.appmanager.tomcatagent.ver5.valve.AdventNetHostValve.invoke(AdventNetHostValve.java:109)
INFO   | jvm 1    | 2024/02/20 10:42:37.617 | 	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:360)
INFO   | jvm 1    | 2024/02/20 10:42:37.617 | 	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:399)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:65)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:891)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1784)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:49)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 	at java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 10:42:37.618 | 
STATUS | wrapper  | 2024/02/20 11:47:11.469 | TERM trapped.  Shutting down.
INFO   | jvm 1    | 2024/02/20 11:47:13.400 | Interrupt signal received.. shutting down Applications Manager
INFO   | jvm 1    | 2024/02/20 11:47:14.170 | 
INFO   | jvm 1    | 2024/02/20 11:47:14.170 | 
INFO   | jvm 1    | 2024/02/20 11:47:14.170 | Trying to Shutdown Applications Manager
INFO   | jvm 1    | 2024/02/20 11:47:14.270 | ##########################################################
INFO   | jvm 1    | 2024/02/20 11:47:14.270 | Connection to the Database is lost. Trying to reconnect to the Database -[Tue Feb 20 11:47:14 UTC 2024]
INFO   | jvm 1    | 2024/02/20 11:47:14.270 | Please Wait ...
INFO   | jvm 1    | 2024/02/20 11:47:14.270 | DBReconnection: Monitoring thread to check connection hung is initiated.
INFO   | jvm 1    | 2024/02/20 11:47:14.270 | DBReconnection: Suspending Modules before refreshing connections
INFO   | jvm 1    | 2024/02/20 11:47:14.371 | [20 Feb 2024 11:47:14:271] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [waf_scheduler] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:215)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:2083)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:1093)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:809)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 | [20 Feb 2024 11:47:14:272] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [Timer-7] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.lang.Object.wait(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.TimerThread.mainLoop(Timer.java:552)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.TimerThread.run(Timer.java:505)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 | [20 Feb 2024 11:47:14:273] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [Timer-8] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.lang.Object.wait(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.TimerThread.mainLoop(Timer.java:552)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.TimerThread.run(Timer.java:505)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 | [20 Feb 2024 11:47:14:273] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [pool-12-thread-1] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.locks.LockSupport.parkNanos(LockSupport.java:215)
INFO   | jvm 1    | 2024/02/20 11:47:14.371 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.awaitNanos(AbstractQueuedSynchronizer.java:2083)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:1093)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.take(ScheduledThreadPoolExecutor.java:809)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 | [20 Feb 2024 11:47:14:274] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [dataprocessor-1-thread-1] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 | [20 Feb 2024 11:47:14:275] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-1] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 | [20 Feb 2024 11:47:14:276] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-2] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.372 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 | [20 Feb 2024 11:47:14:276] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-3] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 | [20 Feb 2024 11:47:14:277] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-4] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 | [20 Feb 2024 11:47:14:278] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-5] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.373 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 | [20 Feb 2024 11:47:14:279] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [dataprocessor-1-thread-2] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 | [20 Feb 2024 11:47:14:280] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-6] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 | [20 Feb 2024 11:47:14:280] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-7] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.374 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 | [20 Feb 2024 11:47:14:281] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-8] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 | [20 Feb 2024 11:47:14:282] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-9] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 | [20 Feb 2024 11:47:14:283] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [datainserter-2-thread-10] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 | [20 Feb 2024 11:47:14:284] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [dataprocessor-1-thread-3] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  sun.misc.Unsafe.park(Native Method)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.LockSupport.park(LockSupport.java:175)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await(AbstractQueuedSynchronizer.java:2044)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.LinkedBlockingQueue.take(LinkedBlockingQueue.java:442)
INFO   | jvm 1    | 2024/02/20 11:47:14.375 |  java.util.concurrent.ThreadPoolExecutor.getTask(ThreadPoolExecutor.java:1074)
INFO   | jvm 1    | 2024/02/20 11:47:14.376 |  java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1134)
INFO   | jvm 1    | 2024/02/20 11:47:14.376 |  java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
INFO   | jvm 1    | 2024/02/20 11:47:14.376 |  java.lang.Thread.run(Thread.java:750)
INFO   | jvm 1    | 2024/02/20 11:47:14.376 | [20 Feb 2024 11:47:14:284] [org.apache.catalina.loader.WebappClassLoaderBase clearReferencesThreads] [WARNING]: The web application [ROOT] appears to have started a thread named [dataprocessor-1-thread-4] but has failed to stop it. This is very likely to create a memory leak. Stack trace of thread:
INFO   | jvm 1    | 2024/02/20 11:47:14.376 |  sun.misc.Unsafe.park(Native Method)
